transcription_text,start,stop,path
ไม่ ใช่ ค่ะ ลูกค้า ของ ลูกค้า ยอด ขั้นต่ำ มัน จะ อยู่ ที่ เจ็ด ร้อย บาท นะ คะ,109.1,113.79,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-39-20139001528360281-38576.wav
นี่ คือ ขั้นต่ำ ที่ คุณ ใช้ บัตร นะ,134.1,136.44,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-175-20275001528359995-38233.wav
ยอด เต็ม หรือ ยอด ขั้นต่ำ ครับ เนี่ย,24.85,26.44,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-164-20264001528359163-37141.wav
ยอด ขั้นต่ำ ค่ะ ลูกค้า,26.5,28.04,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-164-20264001528359163-37141.wav
แล้ว แล้ว แล้ว ก็ จ่าย บัตร ยัวร์แคช ยัวร์แคช ขั้นต่ำ แค่ นั้น เอง นะ คะ,63.05,66.26,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-17-20117001528357081-34154.wav
ใช้ บัตร กด เงิน คืน ได้ ใช้ รหัส บัตร เดิม ค่ะ แต่ว่า อาจ จะ ต้อง ชำระ เกิน จาก ขั้นต่ำ นิดนึง แต่ว่า ยังไง เบื้องต้น ก็ คือ เดี๋ยว ยังไง รบกวน,55.78,62.18,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-161-40261001528356303-335100.wav
อ่า รอบ เนี้ย ค่ะ ลูกค้า ก็ ลูกค้า จ่าย เข้า มา ตาม ขั้นต่ำ ตาม ปกติ ได้ เลย รอบ เนี่ย มัน ปกติ ได้ แล้ว นะ คะ ก็ คือ กด เงิน คืน ได้ ค่ะ ก็ ห้า พัน เก้า สาม สิบ เจ็ด บาท เนี่ย ค่ะ,99.8,109.64,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-170-20270001528356129-32736.wav
อ๋อ ยังไง รบ รวม เคลียร์ เข้า มา ก่อน ได้ ไหม คะ เพราะ ว่า ยอด ขั้นต่ำ เนี่ย มัน ก็ เรียก เก็บ อยู่ ที่ ห้า ร้อย ยี่ สิบ สอง บาท น่ะ ค่ะ,27.87,35.47,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-155-40255001528355605-334426.wav
หนึ่ง พัน สอง ร้อย สิบ ห้า บาท ขั้นต่ำ นะคะ,18,20.6,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-160-40260001528355383-334159.wav
ค่ะ เป็นเป็นยอดของวันที่สองเดือนมิถุนายนที่ผ่านมานะคะคุณลูกค้า ที่ว่ายอดขั้นต่ำอยู่ที่สามพันเก้าร้อยสี่สิบห้าบาทนะคะคุณลูกค้า,21.2,30.29,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-189-20289001528354688-30412.wav
โอเค ค่ะ อ่า โทษ นะ คะ ลอง เช็ค ให้ ได้ ไหม คะ ว่า ถ้าต้อง จะ จะเอาไปใช้จ่ายค่าโทรศัพท์อ่ะค่ะ ประมาณ พัน สอง อ่ะ ค่ะ จ่าย จ่ายขั้นต่ำก็ยังใช้งานได้ไหมคะ,27.82,41.35,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-173-20273001528354457-29666.wav
ห้า ร้อย บาท นะ คะ เพราะ เรียก เก็บ ขั้นต่ำ ห้า ร้อย,48.75,51.54,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-93-20193001528353879-28914.wav
อ๋อ ยอด ขั้นต่ำ ไม่ได้ เดือน เดือน พัน สาม ร้อย,267,270.14,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-86-40186001528353121-331891.wav
ยอด ขั้นต่ำ ครับ ยอด เดียว สาม พัน หนึ่ง ร้อย เจ็ด บาท ยอด สาม งวด เนี่ย เก้า พัน หก ร้อย สี่ สิบ สอง ครับ,273.75,279.79,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-86-40186001528353121-331891.wav
เรียก เก็บ ขั้นต่ำ ห้า ร้อย บาท,20.75,22.24,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-147-20247001528352550-27127.wav
ของคุณลูกค้ายอดขั้นต่ำรอบเดือนนี้ สองพันหกร้อยแปดสิบสี่บาทครับผม,19,23.93,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-144-20244001528350589-24962.wav
ขั้นต่ำ เท่าไหร่ คะ พี่ สาม เท่าไหร่ จ๊ะ,116.75,118.84,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-130-40230001528350403-327920.wav
แต่ว่า ขั้นต่ำ มัน เก็บ สาม ร้อย,231.7,233.56,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-179-20279001528348055-22652.wav
เพราะ ว่า เวลา จ่าย ขั้นต่ำ เนี่ย อ่า ใน ส่วน ของ การ อ่า,101.46,105.24,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-194-20294001528347812-22433.wav
เอ่อ ผม ก็ สด นี่ ไอ้ ยอด ไอ้ ขั้นต่ำ เข้า ยอด รวม,55.9,59.14,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-175-20275001528346225-20445.wav
อ่า แค่ ขั้นต่ำ นะ คะ ส่วน ที่ เหลือ ก็ เข้า บัตร โกลด์ ก็ ลูกค้า ก็ จ่าย เพิ่ม อีก แค่ ห้า พัน เก้า ร้อย สี่ สิบ ห้า บาท นะ คะ ไม่ เกิน วัน ที่ สิบ,142.85,149.64,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-192-20292001528344465-17873.wav
อ่า หนึ่ง พัน ก็ คือ จ่าย วุฒิศักดิ์ แค่ ขั้นต่ำ ใช่ ไหม คะ,121.25,124.69,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-192-20292001528344465-17873.wav
อ่า สอง พัน หนึ่ง ร้อย หก สิบ ห้า บาท ตาม ยอด ขั้นต่ำ มือถือ ที่ ลูกค้า จ่าย เลย ยัง ไม่ รวม เบี้ย ปรับ นะ,196.03,202.29,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-239-20339001528344366-17742.wav
ค่ะ ก็ เดี๋ยว สำรอง ดู ก่อน ค่ะ ถ้า เกิด ว่า ลูกค้า ชำระ ครบ อ่า ยอด ขั้นต่ำ เนี่ย บัตร ก็ คือ ใช้ ได้ เลย,108.96,114.69,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-143-20243001528344234-17611.wav
ขั้นต่ำ ฮะ,42.75,43.74,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
ถ้า ลูกค้า จ่าย ขั้นต่ำ มา ดอกเบี้ย มัน ก็ สอง ร้อย กว่า บาท ใช่ ไหม,230.63,233.59,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
%co% ถ้า ถ้า ยอด ตรง ขั้นต่ำ ไอ้ ตรง,172.25,175.67,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
ใช่ ค่ะ หรือ ว่า ใช้ บัตร ประชาชน ก็ ได้ ค่ะ ยื่น ที่ เซเว่น แล้ว ก็ แจ้ง ยอด บอก ว่า ชำระ ค่า งวด อิออน ขั้นต่ำ สาม ร้อย บาท,146.25,152.79,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-150-20250001528343892-16805.wav
แต่ว่า ถ้า เกิด ยัง ไม่ กด ก็ จ่าย ยอด ขั้นต่ำ อ่ะ ค่ะ ขั้น ต่ำ รวม สอง พัน สิบ เจ็ด บาท,82.45,87.09,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-37-20137001528343786-16623.wav
ไม่ ต้อง ขั้นต่ำ เอา มา หมด นี่,31.75,33.49,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-199-20299001528343664-16431.wav
เพราะ ว่า ยอด ของ คุณ ขั้นต่ำ อยู่ ที่ เจ็ด พัน สี่,19,22.24,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-203-40303001528343030-317437.wav
ยอด ขั้นต่ำ ห้า ร้อย บาท,55.55,57.29,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-175-20275001528342999-14805.wav
ยอด ขั้นต่ำ ห้า ร้อย บาท ค่ะ,42.15,44.49,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-175-20275001528342999-14805.wav
โอเค ถ้า ถ้า ถ้า พี่ คุณ พี่ %name(รุ่งนภา)% มี บิล อยู่ คุณ พี่ จะ ดู ยอด ขั้นต่ำ ได้ ว่า มัน มัน เหลือ มัน เป็น ใบ ละ เท่าไหร่ ใช่ไหม คะ,72.7,80.13,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-160-40260001528342264-316645.wav
ถูกต้อง ใช่ ค่ะ บิล ใบ แจ้ง หนี้ ก็ จะ แจ้ง ลูกค้า ไป ทุก เดือน แล้ว ก็ ใน ส่วน ของ ค่า ใช้ จ่าย ค่ะ ก็ จะ ลด น้อย ลง ไป ทุก เดือน เพราะ ว่า เรา จ่าย แล้ว เรา ไม่ มี การ ใช้ ใช่ มั้ย คะ หลัง จาก นี้ ไป ขั้นต่ำ เค้า จะ เรียก เก็บ อ่า สิบ เปอร์เซ็นต์ จาก ยอด เงิน ต้น ของ ลูกค้า ที่ ของ อยู่ อ่ะ,136.95,150.39,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-192-20292001528341225-11860.wav
อ๋อ จ่าย ขั้นต่ำ ใช่ ไหม,77.35,80.69,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-16-20116001528341216-11850.wav
นะ ครับ เพราะ ว่า เดี๋ยว ผม ส่ง ขั้นต่ำ ให้ แล้ว ก็ เบอร์ ติดต่อ กลับ ผม ถ้า มี ปัญหา อะไร ก็ ติดต่อ กลับ มา หา ผม ได้ เลย,296.25,301.29,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-43-40143001528340059-314276.wav
ไอ้ ช่วง ที่ ผม ชำระ เนี่้ย ครับ ค่า ค่า ขั้นต่ำ อะไร ไป แล้ว ผม จ่าย ไป ตลอด แหละ แต่ ผม เอา ไป ใช้ ทีไรไม่เคย มี ตัง เหลือ เลย,73.9,80.69,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-137-40237001528339825-314053.wav
ไม่ ขั้นต่ำ อ่ะ แค่ พัน กว่า ไม่ ใช่ หรอ,56.95,59.79,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-17-20117001528339673-8870.wav
อย่างที่ %agent(กำไล)% ขอ เลยว่า คือ ขั้นต่ำ มันคือ ขอห้า ร้อย บาท,40.59,43.49,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-79-20179001528339287-7698.wav
แต่ ถ้า จะ ไป ชำระ ที่ ตู้ ต้อง ขั้นต่ำ สอง ร้อย ใช่ มั้ย,93.4,95.99,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-76-20176001528337289-3010.wav
ค่ะ พอ จะ สะดวก สำรอง ยอด ขั้นต่ำ ก่อน ได้ ไหม อ่ะ คะ อยู่ที่ สอง พัน นะ คะ กับ ยี่ สิบ สาม บาท อ่ะ ค่ะ,14.46,21.14,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-145-20245001528337076-2631.wav
ของ ยัวร์แคช อยู่ ที่ สอง พัน ห้า ร้อย เจ็ด สิบ เจ็ด อันนี้ คือ ขั้นต่ำ,93.45,96.83,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-149-20249001528336674-2359.wav
ค่ะ พอ จะ สะดวก สำรอง ยอด ขั้นต่ำ ก่อน ได้ ไหม คะ หนึ่ง พัน สาม ร้อย แปด สิบ เจ็ด บาท,16.3,20.67,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-145-20245001528334862-1971.wav
กด ได้ หนึ่ง พัน บาท ใช่ จ้ะ เพราะว่า ขั้นต่ำ ตอน นี้ เรียก เก็บ ก็ อยู่ ที่ พัน สาม ร้อย เจ็ด สิบ แปด อยู่ แล้ว อ่ะ ค่ะ,28.9,34.31,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-149-40249001528333285-308973.wav
