transcription_text,start,stop,path
ค่ะ ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,42.55,45.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-62-60162001493010208-223029.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้ค่ะ,34.89,38.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-72-60172001493021448-240731.wav
ค่ะ ขอทราบเบอร์มือถือที่ใช้ ณ ปัจจุบันค่ะ,84.58,87.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-69-60169001493017300-230550.wav
ขอทราบเบอร์มือถือที่ติดต่อได้ค่ะ,36.45,38.94,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-23/ch-72-60172001492927311-204653.wav
ค่ะขอทราบเบอร์มือถือที่ใช้ ณ ปัจจุบันค่ะ,32.11,35.42,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-69-60169001493022830-243445.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,43.2,46.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-82-60182001493017635-231533.wav
ขอทราบเบอร์มือถือที่ใช้ ณ ปัจจุบันค่ะ,36.26,39.08,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-23/ch-69-60169001492920307-203615.wav
ขอทราบเบอร์มือถือเบอร์ใหม่ที่ใช้งานอยู่อีกครั้งนึงค่ะ,102.55,106.23,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-72-60172001493002974-212618.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้นะคะ,81.89,85.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-72-60172001493002974-212618.wav
ขอทราบเบอร์มือถือที่ใช้ ณ ปัจจุบันค่ะ,42.59,45.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-69-60169001493003097-212650.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,37.65,40.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-24/ch-72-60172001493006559-216465.wav
%agent% ขอทราบเบอร์มือถือที่สามารถติดต่อได้ค่ะ,34.07,37.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-23/ch-72-60172001492920060-203606.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้ค่ะ,42.11,45.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-23/ch-72-60172001492931026-204931.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้ค่ะ,45.81,49.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-23/ch-72-60172001492916972-203169.wav
ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,30.4,33.2,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-23/ch-62-60162001492923634-203922.wav
สองห้าสามหกนะคะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,35.7,40.51,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-25/ch-86-60186001493108213-41856.wav
ตรงนี้จะขอทราบเบอร์มือถือของลูกค้าอีกครั้งนึงอ่ะค่ะ,63.26,66.43,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-09/ch-18-80118001491718394-36880.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,66.66,70.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-25/ch-86-60186001493103777-21118.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,65.39,68.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-22-30122001489029165-1612.wav
ครับผม ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกครับ,42.45,45.95,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-84-30184001489030992-2252.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,74.49,76.77,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-46-30146001489115526-12406.wav
ขอทราบเบอร์มือถือด้วยค่ะ,40.45,42.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-39-30139001489387247-44802.wav
ค่ะ ขอทราบเบอร์มือถือค่ะ,159.1,161.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-82-30182001489386307-44543.wav
ขอทราบเบอร์มือถือ ที่สามารถติดต่อได้สะดวกค่ะ,72.63,76.72,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_12/ch-22-30122001489210155-25976.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,39.85,42.35,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-61-30161001489028752-1474.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,32.2,35.29,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_12/ch-64-30164001489209223-25795.wav
ขอทราบเบอร์มือถือด้วยค่ะ,34.28,36.15,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-80-30180001489029501-1732.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,33.35,36.15,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-97-30197001489118242-13258.wav
ขอทราบเบอร์มือถือค่ะ,100.1,102.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-15-30115001489386753-44655.wav
ค่ะ ขอทราบเบอร์มือถือคุณ %name% คะ,92,94.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-15-30115001489386753-44655.wav
ขอทราบเบอร์มือถือด้วยค่ะ,42.9,44.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-40-30140001489386499-44582.wav
ขอทราบเบอร์มือถือค่ะ,42.65,44.33,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-40-30140001489386163-44512.wav
ขอทราบเบอร์มือถือติดต่อได้สะดวกเป็นเบอร์อะไรคะ,43.35,46.35,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-12-30112001489037391-3919.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,169.7,173.15,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-22-30122001489028691-1459.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,66.59,68.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-46-30146001489117944-13132.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,49.9,52.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-61-30161001489037330-3904.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,28.3,31.25,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-22-30122001489047881-6681.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,33.14,36.59,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-10-30110001489038219-4101.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,39.3,41.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-46-30146001489115995-12558.wav
ครับผม ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกครับ,37.4,40.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-84-30184001489060328-10235.wav
ขอทราบเบอร์มือถือ ที่สามารถติดต่อได้สะดวกค่ะ,33.87,37.43,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-64-30164001489197604-23120.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,51.28,54.6,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-22-30122001489049306-7177.wav
ขอทราบเบอร์มือถือติดต่อด้วยคะ,38.08,40.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-39-30139001489047719-6648.wav
ขอทราบเบอร์มือถือติดต่อด้วยคะ,207.9,209.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-39-30139001489030802-2186.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,26.9,28.79,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-35-30135001489059795-10168.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,40.55,45.38,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-10-30110001489049324-7187.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,47.75,50.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-10-30110001489058761-10000.wav
ขอทราบเบอร์มือถือค่ะ,74.2,76.03,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-38-30138001489115618-12443.wav
ขอทราบเบอร์มือถือด้วยค่ะ,43.9,45.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-80-30180001489047488-6583.wav
ขอทราบเบอร์มือถือปัจจุบันคะ,40.5,42.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-35-30135001489051486-7783.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,57.51,60.37,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-97-30197001489116679-12750.wav
ค่ะ และขอทราบเบอร์มือถือติดต่อด้วยนะคะ,69.68,73.15,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-39-30139001489116162-12605.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,51.1,54.15,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-22-30122001489047497-6586.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,48.5,51.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-22-30122001489115977-12545.wav
ค่ะ ขอทราบเบอร์มือถือ ติดต่อได้สะดวก นี่เป็นเบอร์อะไรคะ,76.68,80.41,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-12-30112001489199695-23487.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,75.95,78.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-61-30161001489047329-6550.wav
ขอทราบเบอร์มือถือนะค่ะ,57.61,59.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-39-30139001489053257-8322.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,58.7,61.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-22-30122001489036853-3797.wav
ขอทราบเบอร์มือถือด้วยคะ,63.45,65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-80-30180001489053371-8351.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,35.82,40.43,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-10-30110001489060136-10212.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,44.44,47.86,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-64-30164001489198872-23345.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะฮะ,41.98,44.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-63-30163001489200703-23654.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,37.44,39.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-35-30135001489046642-6338.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,27.89,29.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-35-30135001489059254-10081.wav
ขอทราบเบอร์มือถือติดต่อของคุณ %name% นะคะ,33.25,35.89,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-39-30139001489038023-4050.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,37.31,40.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-99-30199001489115037-12216.wav
ค่ะขอทราบเบอร์มือถือ ปัจจุบันค่ะ,89.65,92.06,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-64-30164001489199431-23448.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,35.37,38.68,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-99-30199001489115965-12534.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,55.33,58.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-10-30110001489053058-8245.wav
ขอทราบเบอร์มือถือด้วยค่ะ,38.7,40.2,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-80-30180001489058790-10003.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,34.65,37.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-22-30122001489037303-3898.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,55.9,59,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-22-30122001489038786-4239.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,37.7,40.72,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-10-30110001489059015-10048.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,33.05,35.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-61-30161001489037626-3971.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,45.97,48.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-90-30190001489388363-45063.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,63,65.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-61-30161001489057329-9597.wav
ครับ ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,30.37,33.09,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-84-30184001489051560-7807.wav
ขอทราบเบอร์มือถือ ติดต่อด้วยค่ะ,46.7,48.93,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-39-30139001489385460-44319.wav
ขอทราบเบอร์มือถือลูกค้าค่ะ,52.49,55.37,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-40-30140001489387156-44781.wav
ค่ะ ขอทราบเบอร์มือถือติดต่อสะดวกนะคะ,84.67,88.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-40-30140001489038722-4220.wav
ขอทราบเบอร์มือถือ ที่สามารถติดต่อได้สะดวกค่ะ,31.8,35.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-22-30122001489036386-3713.wav
ค่ะ ขอทราบเบอร์มือถือติดต่อได้สะดวกเป็นเบอร์อะไรคะ,37.31,40.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-12-30112001489059709-10154.wav
ขอทราบเบอร์มือถือด้วยค่ะ,42.25,43.68,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-80-30180001489059046-10056.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,39.73,43.94,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-15-30115001489115565-12424.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,43.05,45.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-61-30161001489036887-3807.wav
ขอทราบเบอร์มือถือคุณ %name% ค่ะ,76.55,78.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-15-30115001489057914-9837.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,44.8,47.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-22-30122001489197892-23162.wav
ขอทราบเบอร์มือถือด้วยค่ะ,52.55,54.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-80-30180001489049973-7362.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,37.96,41.24,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-90-30190001489387018-44736.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,40.93,44.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-22-30122001489051236-7725.wav
ขอทราบเบอร์มือถือค่ะ,58.98,60.63,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-80-30180001489388005-44978.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,57.75,60.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-64-30164001489200888-23689.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวก เป็นเบอร์อะไรคะ,30.9,34.46,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-12-30112001489058696-9977.wav
ขอทราบเบอร์มือถือด้วยค่ะ,44.05,46.01,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-80-30180001489051190-7703.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,46.7,49.46,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-61-30161001489051605-7827.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,71.4,74.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-84-30184001489053435-8371.wav
ขอทราบเบอร์มือถือนะคะ,53.36,54.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-90-30190001489384833-44136.wav
ขอทราบเบอร์มือถือนะคะ,29.83,31.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-38-30138001489116507-12694.wav
ขออนุญาตตรวจสอบข้อมูลการเปิดใช้บัตรนะคะ ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,77.45,82.35,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-61-30161001489058846-10013.wav
ค่ะ ขออนุญาตสอบถามข้อมูลเพิ่มเติมค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,73.05,77.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-99-30199001489117441-12979.wav
ขอทราบเบอร์มือถือของคุณ %name% ด้วยค่ะ,29.21,31.52,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-39-30139001489385933-44461.wav
