transcription_text,start,stop,path
อ๋อ จำ ไม่ ได้ ตรง ส่วน นี้ พอ ทราบ มั้ย คะ ว่า เขา ไป ทำงาน ที่ไหน คะ,24.05,27.37,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-57-20157001528359190-37166.wav
ปัจจุบัน ให้ คุณ ชั้น นี่ ทำงาน ที่ไหน อ่ะ คะ,24.05,26.39,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-171-20271001528357856-35528.wav
อ๋อ นาน แล้ว ตรง ส่วน นี้ พอ ทราบ ไหม คะ ว่า เขา ไป ทำงาน ที่ไหน ค่ะ,65.3,68.69,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-57-20157001528356061-32651.wav
อ่า น้องสาว ไป ทำงาน ที่ไหน ค่ะ,15.3,17.09,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-150-20250001528346402-20719.wav
ยังทำงาน ที่ไหน อยู่ อ่ะ ค่ะ ตอน เนี้ย ค่ะ,36.96,39.62,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-145-20245001528345829-19758.wav
ก็ เดี๋ยว ติดต่อ ทาง มือถือ ก็ ได้ ค่ะ ไม่ ทราบ ทำงาน ที่ไหน คะ วัน อ่า ตอน นี้,29.72,34.06,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-200-20300001528342344-13604.wav
อ๋อ แล้ว แล้ว ตรง นี้ คือ ทำงาน ที่ไหน คะ,51.04,53.49,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-67-20167001528337969-4326.wav
ย้ายไปทำงานที่ไหนคะพี่,49.89,51.62,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span12-15-11215001506999697-125.wav
พอจะทราบมั้ยคะว่า เค้าลาออกไปทำงานที่ไหนน่ะค่ะ,33.65,36.5,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span06-10-10610001507021927-190.wav
ตอนนี้ลูกค้าทำงานที่ไหนคะวันที่สิบแปดเนี้ยค่ะ,156.14,158.78,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span09-12-30912001507018912-128.wav
อ่อครับ พอทราบมั้ยครับว่าน้องชายตอนเนี้ยทำงานที่ไหนอ่ะครับ,27.7,32.1,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-06-60306001507004270-115.wav
อ่อ เป็น เป็นเบอร์ที่ทำงานที่ไหนอ่ะคะ,37.05,39.85,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-23-10523001507015000-152.wav
อ๋อ แล้ว แล้วพอจะทราบไหมคะว่า เขาทำงานที่ไหนหรือพักที่ไหนตอนนี้อ่ะค่ะ,25.24,30.03,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-25-10525001507003688-58.wav
ตอนนี้ทำงานที่ไหนคะ ที่เดิมไหม,140.8,144,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span01-13-60113001507013569-7.wav
ไม่ได้ทำงานที่เซเว่นแล้วใช่มั้ยคะ แล้วตอนนี้ทำงานที่ไหนคะพี่,48.05,52.7,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-08-60408001507000255-169.wav
ไม่มีตัวเงิน ปัจจุบันลูกค้าไม่ได้ทำงานที่ไหนหรอคะ,44.05,48.05,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-09-60409001506929550-67.wav
แล้วพอจะทราบไหมครับว่าเขาย้ายไปทำงานที่ไหน หรือว่าไปอยู่ที่ไหนครับ,38.67,42.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-08-10408001507017526-123.wav
ประมาณสองปีได้แล้ว และคุณพี่พอจะทราบไหมคะ ว่าเขาลาออกไปทำงานที่ไหนอ่ะค่ะ,27.6,31.65,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-14-10514001507004364-226.wav
อ๋อ ได้ประมาณสองเดือนคุณพี่พอจะทราบมั้ยคะว่าเค้าลาออกไปทำงานที่ไหนอ่ะค่ะ,43.5,47.51,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-10-10210001507012189-18.wav
ตอนนี้ลูกค้าทำงานที่ไหนคะ,154.15,156.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span11-29-31129001506935483-65.wav
อ๋อ ทำงานกันคนละที่ ทำงาน คุณคุณ %name% นี่ทำงานที่ไหนคะ คุณแม่ทราบไหมคะ,28.9,34.4,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-24-30424001506916879-30.wav
ทำงานที่ไหนอ่ะคะพี่,29.95,31.6,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span03-28-30328001506931398-138.wav
ตอนนี้ลูกค้าทำงานที่ไหนคะ,100.08,102.5,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span12-21-31221001506923727-187.wav
แล้วเขาได้แจ้งไหมคะ เขาไปทำงานที่ไหนอ่ะค่ะ,56.67,58.82,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-20-10220001506925786-81.wav
ลูกค้าทำงานที่ไหนอ่ะครับ,36.45,38.02,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-05-60405001506916008-159.wav
คุณ %name% ไปทำงานที่ไหนคะ,18.98,21.4,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span10-20-31020001506934797-201.wav
ปัจจุบันของของลูกค้าทำงานทำงานที่ไหนคะ,163.7,166.8,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span09-11-30911001506927693-97.wav
อ๋อ แล้วคุณแม่ไปทำงานที่ไหนครับเนี่ย,48.45,50.75,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-25-10525001506920461-178.wav
อ๋อ ตอนนี้เขาไม่ได้ทำงานที่ไหนใช่มั้ยคะ คุณ %name%,40.35,44.83,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-12-30412001506931415-197.wav
ถ้างั้นสอบถามข้อมูลนิดนึงนะคะ ว่าตรงนี้คุณ %name(อนุชา)% เขาทำงานที่ไหน พอจะทราบมั้ย,54.7,59.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-09-10509001506935405-123.wav
ท่านอยากทำงานที่ไหนก็ได้ระบบ,983.22,985.26,\\192.168.1.70\Data1\Court\2017-12-25/Court_201609/Court_20160920104432_00_03.wav
นะฮะ สมมติเข้าไปทำงานที่ไหนนะ คุณยื่นอันนี้ไปจะทางลับหรือทางแจ้งก็แล้วแต่ คนอ่านดูแล้วเนี่ยรับรอง เค้าไม่ได้งานแน่นอน,380.96,389.21,\\192.168.1.70\Data1\Court\2017-12-25/Meeting_201612/MeetingRoom_20161214093904_00_03.wav
%name% ไปทำงานที่ไหน ผมจะยื่นอันเนี้ยให้กับทุกหน่วยงานที่ถามเค้า,336.61,341.11,\\192.168.1.70\Data1\Court\2017-12-25/Meeting_201612/MeetingRoom_20161214093904_00_03.wav
ขอโทษนะคะ สอบถามอีกทีนึงคุณ %name(สันติ)% เขาไปทำงานที่ไหนนะคะ,24.15,27.58,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-08-10508001506927811-7.wav
ทำงานที่ไหนอยู่อยู่ พักอยู่ที่ไหนครับแม่,25.05,27.9,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20171000_COLCHM_P01/2017-09-18/ch-26-10126001505719622-6077067.wav
เค้าไม่อยู่ใช่มั้ยฮะ เค้าไป %(ทะ)% เค้าไปทำงานที่ไหนครับพี่,24.39,26.75,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20171000_COLCHM_P01/2017-09-18/ch-29-10129001505715050-6063580.wav
ค่ะ อันนี้ทำ ทำงานที่ไหนอยู่คะ,48.84,51.31,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20171000_COLCHM_P01/2017-09-19/ch-60-10160001505808568-6216781.wav
ตอนนี้ทำงานที่ไหนเอ่ย,182.44,183.97,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20171000_COLCHM_P01/2017-09-16/ch-141-10241001505546991-5959055.wav
ค่ะปัจจุบันลูกค้าทำงานที่ไหนคะ,159.45,161.92,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-30/ch-18-40118001493536258-106107.wav
ปัจจุบันคุณ %name% ทำงานที่ไหนคะ,118.41,121.69,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-05/ch-53-40153001493956808-43236.wav
ทำงานที่ไหนคุณแม่,65.23,66.14,\\192.168.1.70\Data1\Logger\ACU\TQM\TQM_20170818_P01/voice/13787674_11_7.wav
ไป %address (กรุงเทพ)% แล้วเขาทำงานที่ไหนคะ,252.25,254.55,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_TESTSET_01/./ch-132-10232001492751601-299132.wav
แล้วเขา ค่ะ แล้วเขาไปทำงานที่ไหน,247.4,250.1,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_TESTSET_01/./ch-132-10232001492751601-299132.wav
วันนี้ออกไปทำงานที่ไหนคะเนี่ย,613.37,614.83,\\192.168.1.70\Data1\Logger\ACU\TQM\TQM_20170417_P01/03_1/34368558_2_41.wav
ค่ะ ปัจจุบันทำงานที่ไหนคะ,67.5,69.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-01/ch-17-40117001493618409-109928.wav
ค่ะ ปัจจุบันทำงานที่ไหนคะ,87.7,89.88,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-03/ch-60-40160001493794901-10368.wav
ปัจจุบันทำงานที่ไหนคะ,74.95,76.99,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-03/ch-69-40169001493791533-8893.wav
ปัจจุบันคุณ %name% ทำงานที่ไหนคะ,79.25,81.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-27/ch-53-40153001493273062-76377.wav
ครับ ปัจจุบันคุณ %name% ทำงานที่ไหนครับ,76.2,78.68,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-24/ch-44-40144001493017735-47644.wav
%(โท)% ขอโทษค่ะ ตรงนี้ในส่วนของปัจจุบันนะคะ คุณ %name% ทำงานที่ไหนคะ,74.06,79,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-21/ch-43-40143001492755798-29423.wav
ทำงานที่ไหนคะ,87.25,89,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-13/ch-55-40155001492066889-980070.wav
ค่ะปัจจุบันคุณ %name% ทำงานที่ไหนคะ,39.7,42.64,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-28/ch-72-40172001493351985-89506.wav
ปัจจุบันทำงานที่ไหนคะคุณ %name%,66.9,68.73,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-01/ch-50-40150001493625667-112025.wav
ปัจจุบันคุณ %name% ทำงานที่ไหนค่ะ,76.92,79.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-22/ch-53-40153001492837228-36829.wav
ขอทราบข้อมูลที่อยู่ที่ทำงานค่ะ ปัจจุบันทำงานที่ไหนคะ,59.33,63.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-05/ch-18-40118001493971798-49593.wav
ค่ะ ปัจจุบันนะคะตรงนี้คุณ %name% ทำงานที่ไหนคะ,53.32,58.07,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-25/ch-50-40150001493089624-52304.wav
ปัจจุบันคุณ %name% ทำงานที่ไหนค่ะ,80.85,83.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-02/ch-53-40153001493694955-116929.wav
ค่ะ ปัจจุบันคุณ %name% ทำงานที่ไหนคะ,65.3,68.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-17/ch-10-40110001492405160-1085098.wav
ค่ะ ปัจจุบันคุณ %name% ทำงานที่ไหนคะ,23.57,26.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-05/ch-72-40172001493972580-49969.wav
ค่ะ ปัจจุบันทำงานที่ไหนคะ,67.19,68.99,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-04/ch-17-40117001493874346-27225.wav
ปัจจุบันคุณ %name% น่ะค่ะ ทำงานที่ไหนคะ,99.78,103.08,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-15/ch-50-40150001492239778-1006873.wav
ค่ะ ตัวนี้คุณ %name% ขอรับเอกสารเป็นที่ทำงาน ปัจจุบันทำงานที่ไหนคะ,100.9,106.08,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-30/ch-32-40132001493521718-104660.wav
อ่าปัจจุบันคุณ %name% ทำงานที่ไหนคะ,146.05,148.81,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-04-25/ch-53-40153001493089206-52186.wav
ปัจจุบันลูกค้าทำงานที่ไหนคะ,79.7,82.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSKK_P1/2017-05-04/ch-53-40153001493870562-25528.wav
ขา ปัจจุบันทำงานที่ไหนคะ,79.93,82.39,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-03-27/ch-3-80103001490601597-7025.wav
หรอ แล้วแล้วตอนนี้คุณทำงานที่ไหนอ่ะคะ,38.45,41.16,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-08/ch-62-10162001491631406-3422713.wav
อืม อ่า ปัจจุบันทำงานที่ไหนอ่ะคะ,10.34,14,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-11/ch-211-10311001491895577-3933050.wav
เค้าทำงานที่ไหนนะคะ,34.89,36.75,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-11/ch-72-10172001491897945-1845.wav
อืม เขาไปทำงานที่ไหนคะพี่,41.28,44.18,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-08/ch-135-10235001491635200-3441599.wav
อ๋อ คุณพ่อหรอคะ คุณพ่อทราบไหมว่าพี่ %name% น่ะค่ะ ตอนนี้เค้าอยู่ที่ไหนอ่ะคะ ทำงานที่ไหนอ่ะคะ,20.75,26.3,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-17/ch-130-10230001492410200-261909.wav
ติดต่อไม่ได้ใช่มั้ย คือพอจะทราบมั้ยว่าเค้าทำงานที่ไหนอะไรยังไง,18,22.6,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COLBKK_P1/2017-04-19/ch-56-20156001492590384-256547.wav
ออกจากงานไปสองเดือนแล้วเหรอฮะ แล้วเค้าไปทำงานที่ไหนครับคุณแม่ ไม่ได้ทำงานกับคุณแม่แล้ว,43.55,47.8,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COLBKK_P1/2017-04-20/ch-09-20109001492672848-541214.wav
ปัจจุบันทำงานที่ไหนคะ เพราะว่าตรงนี้ยังไม่มีการแจ้งเปลี่ยนแปลง ที่อยู่จัดส่งเอกสารกับทางอิออน น่ะค่ะ,78.88,85.7,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COLBKK_P1/2017-04-19/ch-174-20274001492574920-91881.wav
อ่า แกไปทำงานที่ไหนอ่ะคะ,32.95,34.9,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COLBKK_P1/2017-04-25/ch-97-20197001493091462-1106922.wav
ค่ะ ปัจจุบันไม่ได้ทำงานที่เดิมแล้วหรอคะ ปัจจุบันทำงานที่ไหนคะ,48.8,52.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-78-30178001489029418-1699.wav
ปัจจุบันทำงานที่ไหน แล้วก็ก่อนหน้านี้เคยทำงานที่ไหนค่ะ,193.15,197.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-106-30206001489030365-1993.wav
ปัจจุบันนี้คุณ %name% ทำงานที่ไหนคะ,120.35,123.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_10/ch-25-30125001489028590-1420.wav
ค่ะ ปัจจุบันทำงานที่ไหนคะ,115.22,117.42,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-15-30115001489386346-44555.wav
ค่ะ ปัจจุบันทำงานที่ไหนค่ะ,128.3,130.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-103-30203001489052126-7947.wav
ค่ะ ปัจจุบันนี้คุณ %name% ทำงานที่ไหนคะ,269.45,272.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_15/ch-25-30125001489049857-7338.wav
ถ้ายังไงขออนุญาตตรวจสอบข้อมูลนิดนึงนะคะ ไม่ทราบตอนนี้คุณ %name% ทำงานที่ไหนคะ,90.74,95.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0310_10/ch-97-30197001489116679-12750.wav
ปัจจุบันทำงานที่ไหนคะ,139.19,141.02,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-13-30113001489036606-3751.wav
ปัจจุบันทำงานที่ไหนคะ ขออภัยด้วย,51.9,54.28,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-13-30113001489058648-9966.wav
ปัจจุบันนี้ทำงานที่ไหนคะ,74.08,75.79,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-103-30203001489050020-7373.wav
ปัจจุบันลูกค้าเปลี่ยนแปลงทำงาน ทำงานที่ไหนครับ,39.15,42.25,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_12/ch-59-30159001489037397-3921.wav
ปัจจุบันทำงานที่ไหนคะ,262.31,264.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-41-30141001489200352-23602.wav
ปัจจุบันทำงานที่ไหนคะ,259.64,261.95,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-41-30141001489200352-23602.wav
ละก็เขียนรายละเอียดลงไปในบัตรประชาชนนะคะ ว่าปัจจุบันนี้ทำงานที่ไหน,117.05,121.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-08-30108001489058438-9929.wav
ไม่ทราบว่าปัจจุบันทำงานที่ไหนคะ,49.4,51.87,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-08-30108001489058438-9929.wav
ปัจจุบันคุณ %name% ทำงานที่ไหนคะ,100.1,103.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-13-30113001489388138-45007.wav
