transcription_text,start,stop,path
อืม เขาทำงานที่บริษัท พี่ก็ไม่รู้ว่าเขาทำงานที่ไหน,253.4,258.1,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_TESTSET_01/./ch-132-10232001492751601-299132.wav
แล้วรู้มั้ยคะที่ พี่ทำงานที่ไหน,288.7,290.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170400_CMSBKK_P1/2017-04-26/ch-85-60185001493182959-118040.wav
อยู่ตลาดเรานี่แหละครับ ไม่รู้มันไปทำงานที่ไหน เป็นงานข้างนอก,57.3,60.65,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-07/ch-14-10114001491553139-3276407.wav
ไม่แน่ใจเหมือนกันค่ะ ไม่ทราบด้วยว่าทำงานที่ไหน,52.57,57.04,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-08/ch-03-10103001491633462-3431832.wav
เค้าทำงานที่ไหน,50.45,51.85,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COKKK_P1/2017-04-11/ch-34-10134001491891819-3915087.wav
เขาสอบถามข้อมูลว่า เอ่อ ทำงานที่ไหนอะไรยังไง,91.35,94.4,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170400_COLBKK_P1/2017-04-25/ch-157-20257001493100720-1174884.wav
เออ ก็เลยสงสัยว่า เออทำไมอ่ะ ไอ้ครั้งที่แล้วเขาก็ไม่ได้ถามว่าทำงานที่ไหน เพราะว่านี่เป็นลูกค้ามาหลายปีแล้ว,357.01,362.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-88-30188001489385846-44436.wav
ที่ทำงานที่ไหนคะ,643.4,644.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-108-30208001489053252-8320.wav
ไม่รู้ครับ %?% ไม่รู้ทำงานที่ไหนที่ไหนไม่รู้คือเค้ามาเช่ากัน,55.97,60.62,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20161100_COLCM_P1/2016-11-17/ch-158-10258001479367224-726402.wav
ใช่ค่ะ แต่ไม่รู้ว่าทำงานที่ไหนอ่ะ,27.05,29.45,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20151200_COLBKK_P1/L3/15/15/15/ch-155-30255001450166592-3038450.wav
%hu% เดี๋ยวสักครู่นึงนะ พี่ก็ไม่รู้ว่าเขาทำงานที่ไหน,63.06,66.37,http://192.168.1.11/data/ACU/ACSS_TextMining\good8_1977_01_cus/voice/span04-09-10409001360058940-220.spx
ต่างคน ทำงานต่างจังหวัด พี่สาวหนูไปอยู่บ้านแฟนไงคะ แต่หนูไม่รู้ว่าเขาไปทำงานที่ไหนไง ไม่มี %(โทร)% เบอร์โทรศัพท์ไง,156.82,163.15,http://192.168.1.11/data/ACU/ACSS_TextMining\bad9_1498_01_cus/voice/span01-21-20121001354525098-110.spx
