transcription_text,start,stop,path
ยังไม่มียอดปิดบัญชีเข้าไปเลยเหรอ,43.36,45.37,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-25-60425001507019361-40.wav
%ยี่ สิบ สาม [ยีบสาม]% เดือนที่แล้ว ใช่พี่เป็นพี่ ก็พี่ติดต่อถามยอดปิดบัญชี แล้วแล้วพี่ก็ขายไปแล้ว แล้วพี่ก็เซ็นโอนลอยให้เค้าไปหมดแล้วด้วย,56.4,63.3,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-25-60425001507019361-40.wav
อ๋อ พอดีว่าจะปิดบัญชีพรุ่งเนี้ยค่ะ,21.2,25.62,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span11-06-31106001507015661-217.wav
เรา เราตามหลายรอบเลยนะ ไอ้ตัวปิดบัญชีนี่,462.18,465.25,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-05-10405001507021815-205.wav
รอปิดบัญชี ก็ให้เสนอแบบปิดบัญชีมาก็ไม่มี,458.48,462.05,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-05-10405001507021815-205.wav
ยอดปิดบัญชี,50.29,51.85,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-17-10217001507007964-122.wav
อ๋อยังค่ะ แต่ว่าอันนี้คือ อ่าพอดีว่าจะปิดบัญชีอ่ะค่ะ,23.45,29.04,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-22-30322001507012958-209.wav
ก็ว่าปิดบัญชีไง,96.1,97.41,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span09-26-30926001507020420-126.wav
ใช่ครับ ปิดปิดบัญชี และก็ผมอยากรู้ว่าผม เวลาสมุดอ่ะ ก็คือว่า สามารถไปเอาที่ต่างจังหวัดได้มั้ย,156.3,162.35,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span01-24-60124001507014207-216.wav
คุณจะต้องปิดบัญชีอ่ะ,269.01,270.23,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-04-30404001507007689-199.wav
ไม่มันก็ไม่ปิดบัญชี ก็คือคือ,265.1,267.62,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-04-30404001507007689-199.wav
ประมูลรถจ่ายปิดบัญชีไหม ยังไงนะ,191.6,194.33,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-04-30404001507007689-199.wav
ขอปิดบัญชี,243.3,244.8,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-20-60420001507009569-122.wav
ขอปิดบัญชีแบบว่าเอ่อตอนนี้ให้ยื่นเอกสารก่อน เอ่อขอปิดบัญชีไม่เกินวันที่สิบห้า,65.09,70.55,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-20-60420001507009569-122.wav
บอกว่าเอ่อ ขอผ่อนผันเอ้ยไม่ใช่ ขออะไรนะ ขอปิดบัญชี น่ะ ค่ะ,55.8,63.62,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-20-60420001507009569-122.wav
หนังสือปิดบัญชี ยังไม่ ตั้งแต่จ่ายมายังไม่ได้,93.45,98.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span03-13-30313001506932640-92.wav
เรื่องอะไรอย่างเงี้ย เดี๋ยวให้เขาไปโปะรวมกับตอนที่พี่ปิดบัญชี,199.88,203.47,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span11-09-31109001507004183-224.wav
เคลียร์ว่าเท่าไหร่ แล้วเดี๋ยวยังไง เดี๋ยวส่วนของ ที่ติดไว้เนี่ย เดี๋ยวไม่แน่ป้าจะปิดบัญชี เพราะว่า เดี๋ยวรอเงินก่อน,65.2,71.69,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-24-60224001507013342-127.wav
รองการปิดบัญชี,167.1,170.04,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span12-22-31222001506999915-37.wav
ไม่อยากผ่อนแล้วแต่อยากปิดบัญชี,156.5,158.9,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span12-24-31224001507021276-213.wav
เอ่อ ขอ %ขออนุญาต <ขอญาต>% ปิดบัญชีครับ,13.35,16.19,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-08-30308001507004489-134.wav
ถ้าเกิดเราไม่ ไม่ปิดบัญชี บัตรตัวเดิมมันใช้ได้เลยมั้ย,654.02,656.52,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-27-60327001507021596-174.wav
แล้วทีนี้พอพอพอปิดบัญชีแล้ว,617.31,619.1,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-27-60327001507021596-174.wav
การปิดบัญชี,408.9,410.73,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-27-60327001507021596-174.wav
ถึงถึง ไอหนังสือรับรองการปิดบัญชีเนี่ยมันได้มาตอนไหน,282.9,286.23,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-27-60327001507021596-174.wav
อ่า รับปิดบัญชีครับผม,166.3,168.3,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-08-10208001507015047-163.wav
แข็งแรงแข็งใจหน่อยทนทนรับหน่อยไม่แน่อีกไม่กี่วันผมจะปิดบัญชี,661.69,665.72,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-10-60410001507012678-210.wav
ลูกค้าก็ปิดบัญชี ปิดบัญชีมันก็บอกลูกบอกหลานบอกพี่บอกน้องว่าไม่ให้ซื้อต่ออีกแล้วมันก็เข็ดหลาบกันหมด,538.35,543.26,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-10-60410001507012678-210.wav
เดี๋ยวเดี๋ยวเดี๋ยวผมจัดการเองเดี๋ยวผมไปปิดบัญชีเองแหละ อีกไม่กี่วันหรอก ผมรำคาญมากเลย ตรีเพชร เนี่ย,83.7,89.1,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-10-60410001507012678-210.wav
ประมาณประมาณประประมาณไม่ถึงวันที่สิบเดี๋ยวผมจะปิดบัญชีเลย ผมรำคาญมากเลยนะ,70.85,75.3,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-10-60410001507012678-210.wav
ใช้ในการปิดบัญชี,83.15,85.95,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-12-60412001506933002-45.wav
ค่ะ อ่าพี่ หนูถามหน่อย ถ้าสมมตินะ จะปิดบัญชีนี้ต้องเท่าไหร่อ่ะคะ,40.07,44.75,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-21-10221001507012574-114.wav
เคลียร์ปิดบัญชียังไงคะ,72.89,74.7,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span10-30-31030001506935316-97.wav
แล้วจะปิดบัญชีอ่ะ แล้วดิฉันจะได้รับ เอ่อ เอกสารปิดบัญชี ไอ่ ไอ่เนี่ย จากอิออน หรือว่าจากพวกคุณ,221.59,229.39,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span11-28-31128001506915233-86.wav
แต่ผมยอมรับว่าผมอาจจะเสียเปรียบ แต่ผมไม่เคยผิด ไม่เคยผิดสัญญาก็แล้วกัน เดี๋ยวค่อยไปว่ากันตอนปิดบัญชี,329.6,336.3,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-25-10425001507012972-94.wav
ก็ก็ว่ากันไปนะครับ เดี๋ยวตอนปิดบัญชีค่อยว่ากันอีกที ครับครับ,290.06,293.41,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-25-10425001507012972-94.wav
เดี๋ยววันที่สิบหก ผมก็ไปปิดบัญชีให้หมื่นห้านะ,35.75,39,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-31-60331001506999644-30.wav
วันที่สิบหกอ่ะ ไม่ วันที่สิบหก ผมไปปิดบัญชีเลยนะ,14.5,18.78,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-31-60331001506999644-30.wav
ครับ จะปิดบัญชีรวมค่าดอกด้วยอะไรด้วย จะเคลียร์บัญชีครับ,45.65,49.1,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-17-60217001507019725-160.wav
ฮะ จะจะปิด จะปิดบัญชีเลยครับ จะปิดบัญชีเลยครับ,40.05,43,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-17-60217001507019725-160.wav
ถ้าถ้าถ้าถ้าผมปิดบัญชีแล้ว มันอีกสักประมาณกี่วันถึงจะได้เล่มอ่ะครับ,60.94,67.67,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span12-05-11205001507010210-16.wav
มันเท่าไหร่อ่ะ ส่วนลดปิดบัญชี,104.04,106.25,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-15-60215001507023027-174.wav
พี่ถึงไม่เคยให้คำตอบว่าพี่จะเอาเงินตรงไหนปิดบัญชีเพราะพี่ยังหาไม่ได้,566.45,570.34,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-08-10508001506936760-10.wav
เอ่อ เรื่องปิดบัญชีมัน มัน มันไม่ได้อยู่แล้วพี่,146.33,148.85,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-10-60410001507004041-90.wav
ส่วนลดต้องทำไงพี่ ปิดบัญชีหรอ,74.05,76.22,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-10-60410001507004041-90.wav
อ่า มีความประสงค์ขอปิดบัญชีในยอดส่วนลด,287.1,290.6,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span11-29-31129001507014136-229.wav
เออตัวเอง พี่ว่าจะปิดบัญชี นี่เรา เรา ยอดมันเท่าไหร่คะ,22.77,28.5,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-03-10503001507020885-232.wav
ปีนี้หนูไปไปทำที่ศาลก่อนแล้วปีหน้าหนูไปปิดบัญชีได้ไหมพี่,258.51,262.86,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-01-60201001507023401-54.wav
ก็คือก็คือว่าปีหน้าถ้าหนูไปปิดบัญชีอ่ะงวดมันก็อาจจะได้มากกว่าสามงวดไหม,264.15,269.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-01-60201001507023401-54.wav
อ่าว ปิดบัญชีอย่างเดียวยังไงอ่ะ แล้วไป ผมมาไปไป ไปเคลียร์ที่นู่นดีกว่า เพราะผม ยังไงผมก็ต้องไปผ่อนชำระไปอยู่แล้วแหละ คุยทางนู่นอ่ะ เนาะ,34.2,42.95,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-25-30425001507018746-73.wav
ยังเลยครับ เขาว่าจะปิดบัญชีเพราะไหนเขาจะโอนไงครับ เห็นเอกสารโอนมาอยู่,48.05,52.86,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span10-12-31012001506924029-45.wav
อ๋อ ว่าจะไปปิดบัญชีให้อ่ะ เห็นมันมียอดมาสองพันสอง,28.42,32.39,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-01-30401001507019084-162.wav
เขาโทรศัพท์ติดต่อไม่ได้เลยอ่ะค่ะ ตอนแรกเขาจะปิดบัญชี อันนี้ของที่ไหนอ่ะจ้ะ AEON หรือ,10.85,18.15,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-07-60207001506936990-45.wav
สำเนาบัตรประชาชนไปว่าปิดบัญชีแล้วเซ็นสำเนาถูกต้องไปทางที่อิออนแล้วอ่ะค่ะ,328.22,332.59,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
แล้วเค้าก็โทรมาคอนเฟิร์มกับหนูว่าปิดบัญชีเรียบร้อยแล้วนะคะแล้วก็ส่งหมายเลขอ่าส่งส่ง,322.55,328.01,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
เค้าก็เลยบอกว่าอ๋อมียอดค้างชำระเท่านี้ค่ะโอเคค่ะงั้นหนูจะไปจ่ายที่เซเว่นทั้งหมดเลยแล้วหนูก็จะปิดบัญชีเลยหนูก็เลยว่ายังงี้,312.71,319.61,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
หนูถามหมดแล้วว่าหนูหนูมียอดค้างเท่าไหร่หนูต้องตามปิดบัญชีให้หมดเลยหนูไม่อยากเครดิตเสีย,306.45,311.95,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
คือหนูอ่ะปิดบัญชีไปตั้งนานแล้วอ่ะ,254.75,257.55,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
แล้วก็เขียนตรงบัตรประชาชนด้วยค่ะว่าปิดบัญชีเรียบร้อย,246.35,249.75,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
แล้วก็มีเจ้าแล้วก็มีเจ้าหน้าที่โทรมาคอนเฟิร์มว่าปิดบัญชีเรียบร้อย,236.2,240.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
แล้วก็แล้วก็ทางอิออนก็ให้ส่งอ่าสำเนาบัตรประชาชนแล้วก็เซ็นสำเนาถูกต้องแล้วก็เขียนว่าปิดบัญชีส่งไปให้อิออน,175.2,182.8,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
เค้าก็เค้าก็บอกว่าทั้งหมดมีเท่านี้ค่ะหนูก็เลยจ่ายที่เซเว่นเรียบร้อยแล้วก็ส่งหมายเลขอ่าส่งสำเนาสำเนาบัตรประชาชนไปว่าปิดบัญชีเรียบร้อย,104.08,113.7,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
หนูก็เลยจ่ายหมดแล้วปิดบัญชีไปหมดแล้วมาทวงอีกนี้ไม่เข้าใจอ่ะก็คือหนูจ่ายไปหมดแล้วไง,79.87,84.56,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
ให้ปิดบัญชีไปเลยก็คือเป็นหนี้เท่านี้ปิดบัญชีเท่านี้ก็บอกโอเคจะจ่ายให้หมดเลยแล้วก็ปิดบัญชีไปหมดเลย,72.4,79.7,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-22-10222001506915297-41.wav
ขอเอกสารเพื่อทำการปิดบัญชี,154.35,156.9,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span12-14-11214001506922776-28.wav
ผมต้องไปทำยังไงอ่ะครับ เพราะว่าผมไปแล้วผมก็บอกว่า ผมต้องการปิด ปิดบัญชี,37.55,43.92,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span12-14-11214001506922776-28.wav
อ่อ ถ้าเขาเขาไปปิดบัญชีของมือถือนี้เขาต้องจ่ายไปเท่าไหร่อ่ะคะถึงจะปิด,83.33,88.75,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span01-23-60123001506922674-213.wav
หนังสือการปิดบัญชีนะครับ,323.5,325.2,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span03-07-60307001506937268-98.wav
ปิดปิดปิดบัญชีแล้วแล้วปิดปิดไปเลยใช่มั้ยครับคือยกเลิกบัตรไปเลยใช่มั้ยครับ,53.2,59,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span03-07-60307001506937268-98.wav
จะปิดบัญชีเลยค่ะ,35.75,37.51,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span10-13-31013001506999948-71.wav
จะปิดบัญชี เดี๋ยวขอรอไอตัวสัญญาเงินกู้ของsmeก่อนนะ,20.95,24.98,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-26-60326001507007544-29.wav
วันนั้นก็ได้ยินแม่บอกว่าจะปิดปิดบัญชีนั่นน่ะ,98.4,101.45,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-27-10427001507023043-151.wav
ปิดปิดบัญชี,150.09,151.63,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span09-17-30917001507010849-33.wav
อ๋อ ถ้าถ้ามีเงินสด จ่ายหมื่นสองนี้ก็คือ ปิดบัญชีเลยใช่มั้ยคะ,214.45,218.5,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-11-10211001506932613-113.wav
