transcription_text,start,stop,path
ห้า พัน เนาะ ถ้า จะ จ่าย ขั้นต่ำ มัน จะ กด ได้ แค่ สี่ พัน หนึ่ง,38.35,42.34,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-164-40264001528361876-341765.wav
อือ ก็ คือ ถ้า จ่าย ขั้น ต่ำ มา แปด ร้อย หก สิบ สาม ก็ คือ ยัง กด เงิน ได้ อ่ะ ค่ะ หนึ่ง พัน บาท,28.52,32.89,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-44-20144001528361135-39903.wav
โอ้ ได้ หมื่น สาม เลย จ่าย ขั้น ต่ำ,114.65,116.74,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-190-20290001528360385-38824.wav
ก็ จะ เสีย ส่วน ต่าง อิออน เจ็ด ร้อย แต่ว่า ถ้า เกิด ว่า จ่าย ขั้น ต่ำ พัน เจ็ด สิบ บาท มัน กด ไม่ ได้ ไง,54.35,58.54,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-209-40309001528359479-338714.wav
ยอด ที่ คุณ ลูกค้า จ่าย มา นี่ มัน น่า จะ เป็น ยอด ของ สอง เดือน ห้า เพราะ สอง เดือน ห้า ลูกค้า จ่าย ขั้น ต่ำ ห้า พัน สาม,32.25,39.19,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-173-20273001528358391-36227.wav
ทีนี้ ถ้า เกิด ว่า ถ้า ถ้า เกิด จ่าย ขั้น ต่ำ อ่ะ มัน จะ ไม่ ครบ หลัก พัน นะ ครับผม,175.9,179.89,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-144-20244001528357563-35074.wav
ทีนี้ เวลา เรา จ่าย ขั้น ต่ำ ปุ๊บ เนี่ย มัน ต้อง เข้า ดอกเบี้ย ส่วน นึง แต่ ยอด ที่ ผม แนะนำ คุณ ลูกค้า เมื่อ สักครู่ เนี่ย,164.7,169.34,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-144-20244001528357563-35074.wav
อ่า มัน มัน จะ อ่า ถ้า เกิด ว่า จ่าย ขั้น ต่ำ อ่ะ มัน จะ ต้อง ไป เข้า ดอกเบี้ย ส่วน นึง ก่อน นะ ครับ,145.2,150.49,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-144-20244001528357563-35074.wav
อ่า พอดี ถ้า จ่าย ขั้น ต่ำ เดือน ที่ แล้ว มัน จะ ไม่ เข้า เงิน ต้น เลย มัน ก็ จะ เข้า แต่ ดอกเบี้ย กับ ค่า ปรับ,92.65,97.84,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-171-20271001528356214-33029.wav
ถ้า ลูกค้า หมุน จ่าย เข้า มา ได้ นะ คะ ยอด จ่าย ขั้น ต่ำ มัน อยู่ ที่ ห้า พัน เก้า ร้อย สาม สิบ หก บาท,44.8,50.14,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-170-20270001528356129-32736.wav
อ่ะ อ๋อ จ่าย ที่ จ่าย ขั้น ต่ำ พัน กว่า บาท ก็ ได้ ใช่ ไหม,45.25,48.74,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-209-40309001528355311-334049.wav
คุณ คุณ คุณ %name(ดวงพร)% จ่าย ขั้น ต่ำ กด ได้ เลย หมื่น นึง ถ้า ไม่ กด ถึง หมื่น ก็ กด ตาม ที่ ใช้ นี่ ก็ ได้ เจ็ด พัน นี่ ก็ ได้,48.2,54.84,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-172-40272001528354221-332921.wav
เงิน คืน ลูกค้า ก็ จ่าย ขั้น ต่ำ เก้า ร้อย สี่ สิบ สาม บาท นะ คะ แล้ว เบอร์ มือถือ ขอโทษ นะ คะ ตอน นี้ ใช้ เป็น เบอร์ ไหน อยู่ ค่ะ,80.4,86.29,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-192-20292001528354231-29377.wav
มัน ก็ เลย ทำให้ ไป ตัด เงินต้น น้อย จะ นั่น คือ เมื่อ เรา สรุป บัญชี แล้ว นี่ คือ เดือน นี้ บรม ใบเสร็จ การ สรุป บัญชี อ่ะ คุณ จ่าย ขั้น ต่ำ,78.25,85.64,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-147-20247001528350443-24706.wav
จ่าย ขั้น ต่ำ กด คืน ได้ เก้า พัน,70.7,72.39,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-17-20117001528349599-24250.wav
ค่ะ หนึ่ง หมื่น หนึ่ง พัน หนึ่ง ร้อย บาท ถ้วน กด คืน ได้ หนึ่ง หมื่น บาท หรือว่า จ่าย ขั้น ต่ำ กด คืน ได้ เก้า พัน นะ คะ,38.1,42.94,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-17-20117001528349599-24250.wav
เพราะ ว่า เวลา จ่าย ขั้นต่ำ เนี่ย อ่า ใน ส่วน ของ การ อ่า,101.46,105.24,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-194-20294001528347812-22433.wav
ก็ คือ สอง ร้อย %ยี่สิบสี่ [ยีบสี่]% มัน ก็ ยัง เหลือ อยู่ ใช่ ไหม เพราะ ว่า เรา จ่าย ขั้น ต่ำ,246.15,249.54,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
ถ้า ลูกค้า จ่าย ขั้นต่ำ มา ดอกเบี้ย มัน ก็ สอง ร้อย กว่า บาท ใช่ ไหม,230.63,233.59,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
พอ จะ จ่าย จ่าย ขั้น ต่ำ ก่อน ได้ ไหม,51.5,53.92,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
จ่าย ขั้น ต่ำ หรอ,41.3,42.7,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-18-20118001528343954-16860.wav
แต่ ถ้า จะ กด ก็ คือ จ่าย เข้า มา สอง พัน สอง ร้อย ยี่ สิบ แล้ว เดี๋ยว ถ้า จะ กด คืน ก็ กด ได้ หนึ่ง พัน แต่ ถ้า เกิด ยัง ไม่ กด ก็ จ่าย ขั้น ต่ำ รวม สอง พัน สิบ เจ็ด บาท,98.06,106.33,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-37-20137001528343786-16623.wav
ที่ ตู้ ก็ คือ แนะนำ อย่าง งี้ ค่ะ จ่าย ขั้น ต่ำ หนึ่ง พัน อ่า หนึ่ง หมื่น แปด พัน สี่ ร้อย สิบ สาม บาท นะ คะ,18.25,23.89,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-192-20292001528343627-16398.wav
เนี่ย อ่ะ ครับ ขั้น เต็ม คุณ จะ จ่าย ขั้น ต่ำ ก็ ได้ ห้า ร้อย บาท,99.05,102.59,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-179-20279001528341815-12869.wav
งั้น จ่าย ขั้น ต่ำ เข้า มา ก่อน เดี๋ยว สิ้น เดือน จะ มี เจ้าหน้าที่ ประสานงาน อีก ครั้ง นึง นะคะ,40.15,44.8,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-175-20275001528338501-5751.wav
ใช่ แต่ ถ้า จ่าย ขั้น ต่ำ จะ ยัง กด ไม่ ได้ ค่ะ ลูกค้า,40,42.67,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20180608_COLBKK_TESTSET/20180608/ch-163-40263001528338086-311363.wav
ถ้าลูกค้าจ่ายขั้นต่ำเข้ามา ก็คือเหมือนคงสถานะในบัญชีเอาไว้,362.55,365.9,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-11-10411001507005033-84.wav
เหมือนลูกค้าจ่ายขั้นต่ำเข้ามา วงเงินสะสมอยู่ในบัตร,191.99,195.54,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-11-10411001507005033-84.wav
นะครับ ก็คือถ้าจ่ายขั้นต่ำมาทุกเดือนทุกเดือน ทุกเดือน ก็คือเหมือนการสะสมวงเงินไว้ในบัตร,215.7,220.17,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-11-10411001507005033-84.wav
เนาะ คือยังไงเดือนนี้ลูกค้าจ่ายขั้นต่ำตรงนี้เข้ามาก่อน,350.02,352.68,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span09-15-30915001507014973-128.wav
ได้ไหม %(ส่น)% จ่ายขั้นต่ำก่อนได้ไหมคะ,45,47.15,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-28-30328001507018737-23.wav
ถ้าไม่พบยอดการตัดจ่ายขั้นต่ำสองงวด ตามที่แจ้งนะคะ,44.69,48.55,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-27-10527001507007797-121.wav
ยอดที่ %agent% ส่งขอ ขอความช่วยเหลือขอจ่ายขั้นต่ำไป เขาแจ้งยอดมาแค่นี้,153.36,158.98,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-22-60222001507000020-116.wav
ตรงนี้ลูกค้าสามารถจ่ายขั้นต่ำเข้ามาได้ ตรงนี้อยู่ที่เจ็ดร้อยบาทน่ะค่ะ,86.93,91.37,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-22-30422001507003947-6.wav
ก็คือจ่ายขั้นต่ำเข้ามาได้น่ะค่ะ ตรงนี้ยอดอยู่ที่เจ็ดร้อยบาทน่ะค่ะ,99.3,103.75,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-22-30422001507003947-6.wav
นะคะกรณีแรกคือจ่ายขั้นต่ำหรือยอดเต็มแล้วกด,25.88,29.03,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span10-20-31020001507000855-70.wav
จ่ายขั้นต่ำน่ะ,89.87,90.79,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-04-10504001507022736-78.wav
ถ้ายังไงลูกค้าจ่ายขั้นต่ำไม่ได้ ก็เตรียมตัวเงินไว้จ่ายสิบเปอร์เซ็นต์ของเงินต้นเลยแล้วกันนะคะ เงื่อนไขปรับปรุงโครงสร้างหนี้ตรงนี้อาจจะถูกยกเลิกนะคะ ลูกค้า,116.7,125.35,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-24-10524001507001379-154.wav
ตรงนี้เป็น จ่ายขั้นต่ำเข้ามาก่อนมั้ยค่ะ,26.21,28.67,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-15-10215001507015990-16.wav
ค่างวดจ่ายขั้นต่ำอยู่ที่ยอดหกร้อยยี่สิบห้าบาทน่ะค่ะ,112.78,116.95,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-02-30302001507014810-130.wav
ถ้าลูกค้าตกงานตรงนี้เราช่วยดึงบัญชีไว้จะอ่าจ่ายขั้นต่ำไว้ให้,70.12,74.64,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-28-30328001507001168-123.wav
เบื้องต้นตรงเนี้ยบัตรมีการใช้งานได้อยู่นะคะ แนะนำว่าให้จ่ายขั้นต่ำ และก็หมุนเงินคืนเป็นอันจบนะคะ แล้วพี่กดเงินคืนไปเจ็ดพันห้า,123.05,132.57,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span12-15-31215001507015732-223.wav
ใช่ ล่าช้าอยู่หนึ่งเดือนครับลูกค้า เพราะลูกค้าจ่ายขั้นต่ำมาตลอดทุกเดือน,36.79,41,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-20-30420001507009291-4.wav
อ่า งั้นเอาอย่างงี้ได้มั้ยคะ %agent% ฝากรบกวน เดี๋ยว %agent% จะดูให้ในส่วนของ ให้ลูกค้าจ่ายเลยที่เซเว่นวันนี้สองพัน แล้วก็ทำการให้ลูกค้าผ่อนจ่ายขั้นต่ำสองพันบาท,128.36,139.58,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span06-05-10605001507008936-85.wav
ถ้าสมมุติพี่จ่าย จ่ายขั้นต่ำเนี่ยเดือนนึงแปดร้อยใช่ไหม,133.85,137.3,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span10-05-31005001507003494-95.wav
แต่ตรงนี้คือ %agent% % พยายาม [พยาม]% ดึงเรื่องให้เต็มที่นะลูกค้า ถ้าลูกค้าจะจ่ายขั้นต่ำเนี่ย,61.34,66.29,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span09-22-30922001507012728-145.wav
ค่ะ ขอบพระคุณมากค่ะพี่ %name% จ่ายขั้นต่ำหนึ่งพันหกร้อยนะคะ,239.5,243.4,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-29-30429001506917685-69.wav
คือของคุณพี่เนี่ย จ่ายขั้นต่ำเข้ามาก่อน,134.49,136.99,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span03-21-60321001506935465-97.wav
ลูกค้าก็ต้องจ่ายขั้นต่ำเข้ามาให้กับทางบริษัทบ้างอ่ะค่ะ,113.25,116.53,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-18-30318001507004239-54.wav
ต่อเดือนอ่ะ ให้จ่ายขั้นต่ำได้ไหมคะ เดือนละห้าร้อยบาทต่อเดือน จ่ายไหวไหม,80.35,84.23,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-26-30426001507003385-56.wav
จริงจริงของลูกค้ามันยังจ่ายขั้นต่ำได้อ่ะค่ะ,37.52,39.96,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span01-07-60107001507022782-32.wav
ก็ลองดูนะคะยังไงถ้าเดือนเนี้ยพอหาได้อยาก อยากให้มีจ่ายขั้นต่ำจะได้ต่อเนื่องอย่างน้อยยอดลดลงให้ทุกเดือนอยู่น่ะค่ะ,29.09,35.48,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span05-28-10528001507008282-193.wav
เดี๋ยวยังไงเดี๋ยวพรุ่ง จ้ะ เดี๋ยวพรุ่งนี้ %agent% %ขออนุญาต <ขอนุญาต>% ติดต่อลูกค้าอีกทีนึง พรุ่งนี้จะเป็นในส่วนของ อ่าเกือบจะวันสุดท้ายแล้ว ในส่วนของการจ่ายขั้นต่ำ,244.59,252.17,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-21-30321001507015171-10.wav
คุณ %name% จ่ายได้เดือนเท่าไหร่ แต่ว่า การผ่อนจ่ายขั้นต่ำอ่ะ ลูกค้าต้องผ่อนจ่ายในส่วนของยอดมูลหนี้เต็ม,106.41,111.71,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span11-04-31104001507003577-31.wav
สมมุติว่าถ้า %agent% ช่วยเหลือให้คุณผ่อนจ่ายขั้นต่ำต่อเดือนอ่ะ,103.2,106.29,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span11-04-31104001507003577-31.wav
%agent% ให้ลูกค้าจ่ายขั้นต่ำห้าร้อย,24.3,27,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-15-60215001507007088-231.wav
จ่ายขั้นต่ำจริง จริงจะอยู่ที่ห้าร้อยนะคะ นะ,255.22,258.36,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span09-25-30925001506919202-159.wav
ต่ำกว่านี้ไม่ได้แล้ว ใช่ค่ะ ต่ำกว่านี้ไม่ได้แล้ว ก่อนหน้านี้มีเจ้าหน้าที่แจ้งให้คุณจ่ายขั้นต่ำก็คือยอดห้าร้อยบาท,80.53,86.82,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-15-60215001507023027-174.wav
ขั้นต่ำในส่วนจำนวนค่างวดรถของลูกค้าต้องจ่ายขั้นต่ำเลยนะ คือยอด,106.6,111.22,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span12-29-31229001507024543-207.wav
คือ %agent% จะให้ลูกค้าจ่ายขั้นต่ำเข้ามาก่อนในส่วนของเช้าซื้อน่ะค่ะอยู่ที่หกร้อยหกบาท,107.35,112,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span03-01-30301001507003602-64.wav
ถ้าเกิดว่าจ่ายได้ทางเราก็ยังสามารถที่จะให้ผ่อนจ่ายขั้นต่ำก็คือหนึ่งงวดได้อยู่นะคะ,255.85,261.5,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span01-06-60106001507020452-191.wav
แต่เดือนนี้คือถ้าจ่ายขั้นต่ำได้ก็อยากให้จ่ายเข้ามาเดือนหน้ามันก็ยังจะสามารถทยอยจ่ายขั้นต่ำได้อยู่,69.89,75.39,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-31-60431001507020216-76.wav
แต่ว่ายังจ่ายขั้นต่ำได้อยู่ ไม่ทราบว่าเดือนนี้คือชำระยอดขั้นต่ำได้มั้ยหนึ่งพันห้าสิบบาท,27.65,32.82,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span04-31-60431001507020216-76.wav
แต่งวดเดือนตุลาคมนี้ ยังไง %agent% รบกวนลูกค้าจ่ายขั้นต่ำให้ครบ,72.86,76.8,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-19-10219001506933847-173.wav
ดำเนินการจ่ายได้ไม่เกินวันพรุ่งนี้เท่านั้น ลูกค้าจะต้องจ่ายขั้นต่ำค่างวดให้เป็นปกติ,28.36,34.09,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-19-10219001506933847-173.wav
แต่การผ่อนจ่ายขั้นต่ำรายเดือน ตรงนี้คุณพี่ต้องจ่ายอย่าง ต่อเนื่องทุกเดือนนะครับ,93.88,97.69,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-23-60423001506913906-62.wav
อืมค่ะ งั้นเดี๋ยวต้องต้องลองดูน่ะค่ะเพราะว่าแต่ถ้าเกิดว่าในเรื่องของการทำเรื่องประนอมหนี้หรือจ่ายขั้นต่ำเนี่ยของเราเนี่ยจะต้องยกเลิกออกไป,165.1,172.76,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-03/span02-01-10201001507022079-126.wav
แบบนี้ได้ไหม จ่ายขั้นต่ำเดือนละหนึ่งพันบาท ก็คือประมาณห้างวด,67.8,72.25,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span02-19-60219001506929243-65.wav
ใช่ค่ะลูกค้าเพราะว่ามันเข้าสี่งวดแล้วอ่ะค่ะรบกวนจ่ายมาก่อนสักงวดได้ไหมคะอย่างน้อยน้อยของลูกค้ายังจ่ายขั้นต่ำได้อยู่ ณ วันนี้อ่ะค่ะ,33.2,40.95,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span04-20-60420001506917597-212.wav
ส่งยอดขึ้นหน้าระบบนะคะการจ่ายขั้นต่ำ,14.75,17.81,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span10-22-31022001506917102-151.wav
มีมาเรื่อยเรื่อย แต่ว่าถ้าจ่ายขั้นต่ำ เข้ามาทุกเดือนอย่างเงี้ยค่ะ มันก็จะไม่มีดอกเบี้ย มันก็จะตัดแต่เงินต้นไปเรื่อยเรื่อย,180.8,187.34,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-04-10504001506937833-54.wav
เพราะว่าถ้าจ่ายขั้นต่ำ สามร้อยบาทก็ยังดีค่ะ เพราะว่ามันจะตัดแต่เงินต้นไปเรื่อยเรื่อยอ่ะค่ะ ถ้าจ่ายมาทุกงวดทุกงวดอย่างเงี้ยค่ะ มันจะไม่มีดอกเบี้ย,164.52,173.19,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-04-10504001506937833-54.wav
เจ็ดพันสองร้อยบาทถ้วนถ้าจ่ายขั้นต่ำห้าร้อยบาทต่อเดือนจะไหวไหมคะ,90.07,95.22,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-04-10504001506937833-54.wav
%agent(จันทร์ทิพย์)% แนะนำอ่ะค่ะว่า ให้จ่ายขั้นต่ำของบัตร %?% ก่อนเพราะว่ามันค่อนข้างน้อยอยู่ที่,83.22,89.92,\\192.168.1.70\Data1\Logger\ACU\ACSS_COLLECTION\20171000_ACSS_P1/2017-10-02/span05-04-10504001506937833-54.wav
